query_gene	annot_source	annot	annot_geneonly
LOC101672697	entrez_desc	leukocyte tyrosine kinase receptor	NA
LOC101672123	entrez_desc	olfactory receptor 10J3	NA
LOC101672717	entrez_alias	SLC17A4	SLC17A4
LOC101672720	kristen_mm_hs_ortholog	RSC1A1	RSC1A1
LOC101672722	entrez_desc	olfactory receptor 52A5-like	NA
LOC101672730	entrez_desc	putative protein ZNF720	NA
LOC101672736	kristen_mm_hs_ortholog	SLC41A3	SLC41A3
LOC101693071	entrez_desc	transcription factor SOX-2-like	NA
LOC101672743	NA	NA	NA
LOC101672747	entrez_alias	VNN1	VNN1
LOC101672758	entrez_desc	immunoglobulin kappa variable 2-29-like	NA
LOC101672289	NA	NA	NA
LOC101672775	entrez_alias	OCSTAMP	OCSTAMP
LOC101672778	entrez_desc	interferon regulatory factor 4	NA
LOC101672783	NA	NA	NA
LOC101672785	NA	NA	NA
LOC101672792	NA	NA	NA
LOC101672794	entrez_alias	PYCARD	PYCARD
LOC101672798	entrez_alias	KRT85	KRT85
LOC101672802	NA	NA	NA
LOC101672819	kristen_mm_hs_ortholog	Gm49339	Gm49339
LOC101672824	kristen_mm_hs_ortholog	RNASE1	RNASE1
LOC101672826	kristen_mm_hs_ortholog	Olfr790	Olfr790
LOC101672830	entrez_alias	PLVAP	PLVAP
LOC101672834	NA	NA	NA
LOC101672835	entrez_alias	CDKN2B	CDKN2B
LOC101672844	NA	NA	NA
LOC101672847	entrez_alias	MGAM2	MGAM2
LOC101672850	NA	NA	NA
LOC101672852	kristen_mm_hs_ortholog	Ttc41	Ttc41
LOC101672856	entrez_desc	double-headed protease inhibitor, submandibular gland	NA
LOC101672862	entrez_desc	collagen alpha-1(I) chain-like	NA
LOC101672869	entrez_desc	olfactory receptor 13C4	NA
LOC101672890	entrez_desc	heterogeneous nuclear ribonucleoproteins C1/C2	NA
LOC101672900	entrez_desc	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like	NA
LOC101672913	kristen_mm_hs_ortholog	OR7A10	OR7A10
LOC101672916	kristen_mm_hs_ortholog	Olfr1179	Olfr1179
LOC101672917	entrez_desc	myosin-6-like	NA
LOC101672920	NA	NA	NA
LOC101672936	entrez_alias	RGS9BP	RGS9BP
LOC101672943	kristen_mm_hs_ortholog	AQP12B	AQP12B
LOC101672949	entrez_desc	olfactory receptor 52E2-like	NA
LOC101672952	NA	NA	NA
LOC101672959	entrez_desc	keratin, type I cytoskeletal 15	NA
LOC101672963	kristen_mm_hs_ortholog	Olfr1355	Olfr1355
LOC101672967	NA	NA	NA
LOC101672980	entrez_desc	olfactory receptor 10J4	NA
LOC101672981	entrez_alias	BRAP	BRAP
LOC101672987	kristen_mm_hs_ortholog	CYBA	CYBA
LOC101672999	kristen_mm_hs_ortholog	Olfr659	Olfr659
LOC101673003	kristen_mm_hs_ortholog	GAPDH	GAPDH
LOC101673005	NA	NA	NA
LOC101673010	kristen_mm_hs_ortholog	OR6S1	OR6S1
LOC101673016	entrez_desc	paraneoplastic antigen Ma6E-like	NA
LOC101673017	entrez_desc	paraneoplastic antigen-like protein 6B	NA
LOC101673018	NA	NA	NA
LOC101673026	NA	NA	NA
LOC101673031	entrez_desc	immunoglobulin kappa variable 2-29-like	NA
LOC101673040	entrez_alias	DPEP2	DPEP2
LOC101673047	entrez_desc	thyrotropin-releasing hormone receptor-like	NA
LOC101673055	NA	NA	NA
LOC101673058	entrez_desc	adhesion G protein-coupled receptor E2	NA
LOC101673071	entrez_desc	keratin, type II cuticular Hb5	NA
LOC101673073	NA	NA	NA
LOC101673075	kristen_mm_hs_ortholog	CYP2S1	CYP2S1
LOC101673077	kristen_mm_hs_ortholog	LSM3	LSM3
LOC101673081	entrez_desc	T cell receptor alpha variable 13-1-like	NA
LOC101673093	NA	NA	NA
LOC101673098	entrez_desc	spindlin-2	NA
LOC101673105	kristen_mm_hs_ortholog	Ctsj	Ctsj
LOC101676727	entrez_desc	cytochrome P450 3A12-like	NA
LOC101673131	entrez_desc	zinc finger protein 431	NA
LOC101673137	NA	NA	NA
LOC101673144	kristen_mm_hs_ortholog	OR13C3	OR13C3
LOC101673153	kristen_mm_hs_ortholog	OR10D3	OR10D3
LOC101673155	NA	NA	NA
LOC101673168	NA	NA	NA
LOC101673174	NA	NA	NA
LOC101673175	entrez_desc	myomegalin	NA
LOC101673184	entrez_desc	A disintegrin and metallopeptidase domain 3-like	NA
LOC101673187	NA	NA	NA
LOC101673190	NA	NA	NA
LOC101673194	entrez_alias	LRP2BP	LRP2BP
LOC101673202	kristen_mm_hs_ortholog	IRGM	IRGM
LOC101673205	kristen_mm_hs_ortholog	Olfr1179	Olfr1179
LOC101673212	kristen_mm_hs_ortholog	CSNK2B	CSNK2B
LOC101673238	NA	NA	NA
LOC101673240	entrez_alias	ZNF233	ZNF233
LOC101673254	entrez_desc	olfactory receptor-like protein OLF4	NA
LOC101673265	NA	NA	NA
LOC101673275	kristen_mm_hs_ortholog	Sult6b2	Sult6b2
LOC101673277	entrez_desc	importin subunit alpha-1-like	NA
LOC101673278	entrez_alias	BANP	BANP
LOC101673280	entrez_alias	GALP	GALP
LOC101673286	kristen_mm_hs_ortholog	RPS11	RPS11
LOC101673288	entrez_desc	olfactory receptor 52N4	NA
LOC101673289	NA	NA	NA
LOC101673292	entrez_alias	PNMA6A	PNMA6A
LOC101673295	NA	NA	NA
LOC101673300	NA	NA	NA
LOC101673302	kristen_mm_hs_ortholog	RPS4X	RPS4X
LOC101673307	NA	NA	NA
LOC101673308	entrez_desc	caspase-14	NA
LOC101673309	entrez_desc	calmodulin-like protein 5	NA
LOC101673316	NA	NA	NA
LOC101673321	entrez_alias	MTAP	MTAP
LOC101673324	NA	NA	NA
LOC101673624	entrez_desc	Ig kappa chain V-II region RPMI 6410-like	NA
LOC101673336	NA	NA	NA
LOC101673359	entrez_desc	adhesion G protein-coupled receptor E2	NA
LOC101673369	NA	NA	NA
LOC101673374	kristen_mm_hs_ortholog	Krt86	Krt86
LOC101673378	entrez_desc	guanylate-binding protein 4	NA
LOC101673383	entrez_alias	GRAP	GRAP
LOC101673384	entrez_alias	DDX19B	DDX19B
LOC101673386	kristen_mm_hs_ortholog	MAOA	MAOA
LOC101673389	entrez_desc	T cell receptor alpha variable 6-like	NA
LOC101673390	entrez_desc	ceruloplasmin	NA
LOC101673394	entrez_alias	IBSP	IBSP
LOC101673405	entrez_desc	neuron-specific vesicular protein calcyon	NA
LOC101673409	NA	NA	NA
LOC101673410	kristen_mm_hs_ortholog	HNRNPK	HNRNPK
LOC101673412	entrez_desc	ubiquitin-like protein FUBI	NA
LOC101673415	NA	NA	NA
LOC101673431	kristen_mm_hs_ortholog	OR9A4	OR9A4
LOC101673898	entrez_desc	zinc finger protein 792-like	NA
LOC101673441	kristen_mm_hs_ortholog	OR14J1	OR14J1
LOC101673454	entrez_desc	antigen peptide transporter 2	NA
LOC101673455	kristen_mm_hs_ortholog	OR13C8	OR13C8
LOC101673464	kristen_mm_hs_ortholog	OR8G5	OR8G5
LOC101673470	entrez_desc	60S acidic ribosomal protein P1-like	NA
LOC101673471	entrez_alias	PNLIPRP2	PNLIPRP2
LOC101673480	NA	NA	NA
LOC101673481	entrez_alias	SERPINA9	SERPINA9
LOC101673484	entrez_alias	TCEAL4	TCEAL4
LOC101673500	entrez_desc	olfactory receptor-like protein OLF4	NA
LOC101673501	entrez_desc	immunity-related GTPase family M protein 1-like	NA
LOC101673505	kristen_mm_hs_ortholog	Olfr1182	Olfr1182
LOC101673521	entrez_alias	ACCSL, HSD17B12	ACCSL, HSD17B12
LOC101673526	entrez_desc	polyubiquitin-B-like	NA
LOC101673533	NA	NA	NA
LOC101673538	entrez_desc	olfactory receptor 52K2-like	NA
LOC106003321	NA	NA	NA
LOC101673554	entrez_desc	olfactory receptor 7A10-like	NA
LOC101673557	kristen_mm_hs_ortholog	TPT1	TPT1
LOC101673577	entrez_alias	MYH7	MYH7
LOC101673592	entrez_desc	zinc finger and SCAN domain-containing protein 12	NA
LOC101673593	kristen_mm_hs_ortholog	OR5C1	OR5C1
LOC101673595	kristen_mm_hs_ortholog	ZNF195	ZNF195
LOC101673601	entrez_desc	carbonic anhydrase 5B, mitochondrial	NA
LOC101673607	kristen_mm_hs_ortholog	OR4C16	OR4C16
LOC101673608	kristen_mm_hs_ortholog	OR52E4	OR52E4
LOC101673611	entrez_alias	SNCAIP	SNCAIP
LOC101673617	entrez_desc	protein enabled homolog	NA
LOC101673624	kristen_mm_hs_ortholog	IGKV2D-30	IGKV2D-30
LOC101673632	NA	NA	NA
LOC101673633	NA	NA	NA
LOC101673636	entrez_alias	HTR3E	HTR3E
LOC101673637	NA	NA	NA
LOC101673648	entrez_desc	high affinity immunoglobulin epsilon receptor subunit beta	NA
LOC101673654	NA	NA	NA
LOC101673656	kristen_mm_hs_ortholog	HBA1	HBA1
LOC101673662	entrez_alias	KRT86	KRT86
LOC101673665	kristen_mm_hs_ortholog	METTL21A	METTL21A
LOC101673666	entrez_desc	destrin-like	NA
LOC101673674	entrez_desc	basic proline-rich protein-like	NA
LOC101673675	entrez_alias	NDP	NDP
LOC101673693	NA	NA	NA
LOC101673694	kristen_mm_hs_ortholog	OR11L1	OR11L1
LOC101673698	entrez_desc	zinc finger protein 717-like	NA
LOC101673703	NA	NA	NA
LOC101673721	kristen_mm_hs_ortholog	OR9A4	OR9A4
LOC101673730	entrez_desc	ubiquitin carboxyl-terminal hydrolase 17-like protein 6	NA
LOC101673739	NA	NA	NA
LOC101673740	kristen_mm_hs_ortholog	Atp8b5	Atp8b5
LOC101673741	entrez_desc	olfactory receptor 13D1-like	NA
LOC101673742	kristen_mm_hs_ortholog	SPATA31D1	SPATA31D1
LOC101673747	kristen_mm_hs_ortholog	Rpl5	Rpl5
LOC101673750	kristen_mm_hs_ortholog	LINC00514	LINC00514
LOC101673760	entrez_desc	cytochrome P450 2B11	NA
LOC101673765	kristen_mm_hs_ortholog	NUDT11	NUDT11
LOC101673770	entrez_desc	leukocyte immunoglobulin-like receptor subfamily B member 3	NA
LOC101673771	NA	NA	NA
LOC101673781	NA	NA	NA
LOC101673783	entrez_desc	nuclear envelope pore membrane protein POM 121-like	NA
LOC101673784	entrez_desc	glutathione S-transferase P	NA
LOC101673788	entrez_alias	GABRP	GABRP
LOC101673790	kristen_mm_hs_ortholog	CYB5D2	CYB5D2
LOC101673799	NA	NA	NA
LOC101673810	NA	NA	NA
LOC101673811	entrez_desc	cytoplasmic tRNA 2-thiolation protein 1	NA
LOC101673814	NA	NA	NA
LOC101673815	entrez_alias	ZNF45	ZNF45
LOC101673818	entrez_desc	olfactory receptor 52D1-like	NA
LOC101673825	NA	NA	NA
LOC101673830	entrez_desc	olfactory receptor 7A10-like	NA
LOC101673837	entrez_alias	MFRP	MFRP
LOC101673848	NA	NA	NA
LOC101673853	entrez_alias	CST3	CST3
LOC101673862	kristen_mm_hs_ortholog	MRPL55	MRPL55
LOC101673864	kristen_mm_hs_ortholog	Olfr676	Olfr676
LOC101673865	entrez_desc	60S ribosomal protein L23a-like	NA
LOC101673866	entrez_desc	zinc finger protein with KRAB and SCAN domains 4	NA
LOC101680190	entrez_desc	olfactory receptor 1361-like	NA
LOC101673874	kristen_mm_hs_ortholog	Olfr810	Olfr810
LOC101673877	kristen_mm_hs_ortholog	HLA-DQB2	HLA-DQB2
LOC101673880	entrez_desc	olfactory receptor 10T2-like	NA
LOC101673886	NA	NA	NA
LOC101673898	kristen_mm_hs_ortholog	ZNF792	ZNF792
LOC101673909	entrez_desc	cytochrome c oxidase assembly factor 4 homolog, mitochondrial	NA
LOC101673923	kristen_mm_hs_ortholog	PSMB9	PSMB9
LOC101673941	kristen_mm_hs_ortholog	C9orf85	C9orf85
LOC101673944	entrez_alias	KRT81	KRT81
LOC101673945	NA	NA	NA
LOC101673947	entrez_alias	RCOR3	RCOR3
LOC101673948	entrez_alias	GBP1	GBP1
LOC101673954	kristen_mm_hs_ortholog	HINT1	HINT1
LOC101673956	entrez_alias	DSPP	DSPP
LOC101673957	kristen_mm_hs_ortholog	RPL4	RPL4
LOC101673963	entrez_alias	SPIN2B	SPIN2B
LOC101673964	kristen_mm_hs_ortholog	KRT8	KRT8
LOC101673968	entrez_desc	olfactory receptor 6M1-like	NA
LOC101673971	entrez_desc	cytochrome P450 2E1	NA
LOC101673974	kristen_mm_hs_ortholog	GOLPH3	GOLPH3
LOC101673985	kristen_mm_hs_ortholog	Cyp4a12b	Cyp4a12b
LOC101674007	entrez_alias	SDCBP	SDCBP
LOC101674024	entrez_desc	olfactory receptor 8D2	NA
LOC101674033	entrez_desc	cytochrome P450 2B11-like	NA
LOC101674041	entrez_desc	P antigen family member 3	NA
LOC101674048	kristen_mm_hs_ortholog	Ptprv	Ptprv
LOC101674059	kristen_mm_hs_ortholog	Olfr1355	Olfr1355
LOC101674060	NA	NA	NA
LOC101674062	kristen_mm_hs_ortholog	Acte1	Acte1
LOC101674075	entrez_desc	rhox homeobox family member 1-like	NA
LOC101674079	NA	NA	NA
LOC101674085	entrez_alias	S100PBP	S100PBP
LOC101674087	entrez_alias	FBXO6	FBXO6
LOC101674089	entrez_desc	retinol dehydrogenase 12	NA
LOC101674095	NA	NA	NA
LOC101674100	entrez_desc	serine/arginine-rich splicing factor SR45-like	NA
LOC101674102	entrez_desc	olfactory receptor 52A1-like	NA
LOC101674109	entrez_desc	membrane-spanning 4-domains subfamily A member 4A-like	NA
LOC101674128	entrez_desc	WD repeat-containing protein 87-like	NA
LOC101674130	entrez_alias	CST9L	CST9L
LOC101674134	entrez_desc	zinc finger protein 77-like	NA
LOC101674142	kristen_mm_hs_ortholog	OR52P1P	OR52P1P
LOC101674147	entrez_alias	ZKSCAN8, ZSCAN16	ZKSCAN8, ZSCAN16
LOC101674149	entrez_desc	olfactory receptor 1N1-like	NA
LOC101674150	kristen_mm_hs_ortholog	Gm12185	Gm12185
LOC101674154	entrez_desc	ATPase family AAA domain-containing protein 3	NA
LOC101674157	kristen_mm_hs_ortholog	Olfr820	Olfr820
LOC101674158	kristen_mm_hs_ortholog	Ctsj	Ctsj
LOC101674161	kristen_mm_hs_ortholog	OR4C46	OR4C46
LOC101674167	entrez_alias	CD2AP	CD2AP
LOC101674171	kristen_mm_hs_ortholog	ISCA1	ISCA1
LOC101674175	entrez_alias	TMPRSS11B	TMPRSS11B
LOC101674184	entrez_desc	DNA dC->dU-editing enzyme APOBEC-3G-like	NA
LOC101674189	entrez_alias	FAP	FAP
LOC101674212	entrez_desc	capping protein, Arp2/3 and myosin-I linker protein 2-like	NA
LOC101674216	entrez_alias	PNLIP	PNLIP
LOC101674217	entrez_alias	ATF7, NPFF	ATF7, NPFF
LOC101674231	NA	NA	NA
LOC101674232	entrez_desc	putative P2Y purinoceptor 10	NA
LOC101674244	NA	NA	NA
LOC101674252	kristen_mm_hs_ortholog	OR2L8	OR2L8
LOC101674270	entrez_alias	RPS12	RPS12
LOC101674277	NA	NA	NA
LOC101674279	NA	NA	NA
LOC101674285	entrez_alias	PCDHGA6, PCDHGB5	PCDHGA6, PCDHGB5
LOC101674292	entrez_alias	DCSTAMP	DCSTAMP
LOC101674301	entrez_desc	olfactory receptor 13C7-like	NA
LOC101674308	kristen_mm_hs_ortholog	Olfr915	Olfr915
LOC101674310	kristen_mm_hs_ortholog	A630001G21Rik	A630001G21Rik
LOC101674311	kristen_mm_hs_ortholog	TPSAB1	TPSAB1
LOC101673656	entrez_desc	hemoglobin subunit alpha-1/2-like	NA
LOC101674324	kristen_mm_hs_ortholog	NUDT11	NUDT11
LOC101674338	kristen_mm_hs_ortholog	Olfr1355	Olfr1355
LOC101674348	NA	NA	NA
LOC101674351	entrez_alias	NKAP	NKAP
LOC101674359	entrez_desc	thymosin beta-4	NA
LOC101674361	NA	NA	NA
LOC101676037	entrez_desc	Ig lambda chain V-I region BL2-like	NA
LOC101674375	entrez_desc	beta-1,4-galactosyltransferase 3	NA
LOC101674378	entrez_desc	60S ribosomal protein L32-like	NA
LOC101674379	entrez_desc	olfactory receptor 52K1-like	NA
LOC101674380	entrez_alias	PARP15	PARP15
LOC101674398	NA	NA	NA
LOC101674688	entrez_desc	integrin alpha-X-like	NA
LOC101674419	entrez_alias	STRAP	STRAP
LOC101674423	entrez_desc	cAMP-responsive element modulator-like	NA
LOC101674425	entrez_desc	olfactory receptor 1G1-like	NA
LOC101674427	entrez_desc	olfactory receptor 56-like	NA
LOC101674428	kristen_mm_hs_ortholog	GK3P	GK3P
LOC101674429	entrez_desc	putative protein ZNF720	NA
LOC101674437	NA	NA	NA
LOC101674438	entrez_alias	DNAJB3	DNAJB3
LOC101674442	entrez_desc	olfactory receptor 2T4-like	NA
LOC101674446	kristen_mm_hs_ortholog	1700034E13Rik	1700034E13Rik
LOC101674449	NA	NA	NA
LOC101674450	NA	NA	NA
LOC101674456	NA	NA	NA
LOC101674458	NA	NA	NA
LOC101674467	entrez_alias	ZNF862	ZNF862
LOC101674470	NA	NA	NA
LOC101681015	entrez_desc	cuticle collagen 34-like	NA
LOC101674478	entrez_alias	MAGEB5	MAGEB5
LOC101674492	NA	NA	NA
LOC101674495	kristen_mm_hs_ortholog	Krt86	Krt86
LOC101674496	entrez_desc	isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like	NA
LOC101674498	entrez_alias	RSPH10B	RSPH10B
LOC101674499	NA	NA	NA
LOC101674502	entrez_alias	EAPP	EAPP
LOC101674511	entrez_alias	MYZAP	MYZAP
LOC101674530	entrez_desc	olfactory receptor 2T27-like	NA
LOC101674536	kristen_mm_hs_ortholog	OR7A10	OR7A10
LOC101674547	entrez_alias	NPAT	NPAT
LOC101674549	entrez_desc	splicing factor, proline- and glutamine-rich	NA
LOC101674551	entrez_alias	GIP	GIP
LOC101674553	kristen_mm_hs_ortholog	RIMBP3B	RIMBP3B
LOC101674563	entrez_alias	PCDHGB1	PCDHGB1
LOC101674572	entrez_alias	ADNP	ADNP
LOC101674573	entrez_alias	WFDC10B	WFDC10B
LOC101674578	NA	NA	NA
LOC101674579	entrez_desc	ADP-ribosylation factor-like protein 8B	NA
LOC101674581	entrez_alias	SLC22A1	SLC22A1
LOC101674589	kristen_mm_hs_ortholog	Olfr915	Olfr915
LOC101674603	NA	NA	NA
LOC101674608	entrez_desc	collagen alpha-1(I) chain	NA
LOC101674617	kristen_mm_hs_ortholog	CKS2	CKS2
LOC101674622	kristen_mm_hs_ortholog	Olfr397	Olfr397
LOC101674627	entrez_desc	melanoma-associated antigen B18-like	NA
LOC101674634	kristen_mm_hs_ortholog	Sult3a2	Sult3a2
LOC101674639	kristen_mm_hs_ortholog	PSMC2	PSMC2
LOC101674647	NA	NA	NA
LOC101674654	kristen_mm_hs_ortholog	NME1	NME1
LOC101674661	kristen_mm_hs_ortholog	Olfr605	Olfr605
LOC101674667	NA	NA	NA
LOC101674682	kristen_mm_hs_ortholog	CYP27B1	CYP27B1
LOC101674685	kristen_mm_hs_ortholog	Gm715	Gm715
LOC101674688	entrez_alias	ITGAX	ITGAX
LOC101674695	kristen_mm_hs_ortholog	Cyp2g1	Cyp2g1
LOC101674696	entrez_alias	IFNL1	IFNL1
LOC101674699	entrez_desc	neuroblastoma breakpoint family member 6-like protein	NA
LOC101674718	kristen_mm_hs_ortholog	Olfr366	Olfr366
LOC101674720	kristen_mm_hs_ortholog	Olfr1395	Olfr1395
LOC101674729	entrez_alias	SPATA31A3	SPATA31A3
LOC101674732	kristen_mm_hs_ortholog	Olfr782	Olfr782
LOC101674734	entrez_alias	UGT1A1	UGT1A1
LOC101674736	kristen_mm_hs_ortholog	RPL3	RPL3
LOC101674739	NA	NA	NA
LOC101674743	kristen_mm_hs_ortholog	BUB1	BUB1
LOC101674744	NA	NA	NA
LOC101674745	NA	NA	NA
LOC101674750	entrez_desc	anoctamin-7	NA
LOC101675050	entrez_desc	UDP-glucuronosyltransferase 2B31-like	NA
LOC101674755	NA	NA	NA
LOC101674756	entrez_alias	TYROBP	TYROBP
LOC101674773	entrez_desc	melanoma-associated antigen B17-like	NA
LOC101674777	kristen_mm_hs_ortholog	HLA-DMB	HLA-DMB
LOC101674778	NA	NA	NA
LOC101674784	entrez_alias	AARSD1	AARSD1
LOC101674796	entrez_desc	keratin, type II cuticular Hb5-like	NA
LOC101674810	entrez_alias	CST9	CST9
LOC101674812	NA	NA	NA
LOC101674813	entrez_desc	uteroferrin-associated basic protein 2-like	NA
LOC101674818	entrez_alias	GLRA4	GLRA4
LOC101674825	NA	NA	NA
LOC101674827	entrez_desc	olfactory receptor 2L2-like	NA
LOC101674832	kristen_mm_hs_ortholog	OR4F29	OR4F29
LOC101674834	kristen_mm_hs_ortholog	OR7A10	OR7A10
LOC101674841	kristen_mm_hs_ortholog	ACOT6	ACOT6
LOC101674842	kristen_mm_hs_ortholog	SNRPB2	SNRPB2
LOC101674844	NA	NA	NA
LOC101674846	kristen_mm_hs_ortholog	ATP5MGL	ATP5MGL
LOC101674848	entrez_desc	keratin-associated protein 2-3-like	NA
LOC101674855	NA	NA	NA
LOC101674880	kristen_mm_hs_ortholog	RPL11	RPL11
LOC101674886	kristen_mm_hs_ortholog	Olfr915	Olfr915
LOC101674890	kristen_mm_hs_ortholog	COX7A2L	COX7A2L
LOC101674897	kristen_mm_hs_ortholog	Gucy1b2	Gucy1b2
LOC101674902	entrez_alias	PREP	PREP
LOC101674908	entrez_desc	T cell receptor alpha variable 5-like	NA
LOC101674920	entrez_alias	SPRR1A	SPRR1A
LOC101674922	kristen_mm_hs_ortholog	Olfr290	Olfr290
LOC101674925	kristen_mm_hs_ortholog	OR7A10	OR7A10
LOC101674930	kristen_mm_hs_ortholog	OR1R1P	OR1R1P
LOC101674937	NA	NA	NA
LOC101674939	entrez_alias	POR	POR
LOC101674940	entrez_alias	IFNalpha	IFNalpha
LOC101674946	entrez_alias	PTTG1IP	PTTG1IP
LOC101674953	NA	NA	NA
LOC101674954	kristen_mm_hs_ortholog	Cyp4a12b	Cyp4a12b
LOC101674957	kristen_mm_hs_ortholog	KRT18	KRT18
LOC101674965	NA	NA	NA
LOC101674970	entrez_desc	olfactory receptor 52D1-like	NA
LOC101674976	entrez_alias	CCL14	CCL14
LOC101674986	kristen_mm_hs_ortholog	CD300C	CD300C
LOC101674994	kristen_mm_hs_ortholog	OR4F29	OR4F29
LOC101675002	kristen_mm_hs_ortholog	CYP2F1	CYP2F1
LOC101675003	entrez_desc	interferon lambda-4-like	NA
LOC101675009	entrez_alias	ZNF555	ZNF555
LOC101675016	entrez_alias	LYZL1	LYZL1
LOC101675019	kristen_mm_hs_ortholog	Olfr1366	Olfr1366
LOC101675020	kristen_mm_hs_ortholog	Olfr365	Olfr365
LOC101675031	entrez_desc	olfactory receptor 4K3-like	NA
LOC101675032	entrez_desc	olfactory receptor 6C6-like	NA
LOC101675034	entrez_desc	sialic acid-binding Ig-like lectin 14	NA
LOC101675035	entrez_desc	heat shock cognate 71 kDa protein-like	NA
LOC101675041	NA	NA	NA
LOC101675044	entrez_desc	heterogeneous nuclear ribonucleoprotein A1-like	NA
LOC101675050	entrez_desc	UDP-glucuronosyltransferase 2B31	NA
LOC101675053	NA	NA	NA
LOC101674285	entrez_desc	protocadherin gamma-A5-like	NA
LOC101675065	NA	NA	NA
LOC101675074	entrez_alias	NXPE4	NXPE4
LOC101675077	entrez_alias	HBZ	HBZ
LOC101675078	NA	NA	NA
LOC101675079	NA	NA	NA
LOC101675093	entrez_desc	cystatin-13-like	NA
LOC101675109	NA	NA	NA
LOC101675111	kristen_mm_hs_ortholog	RPL18	RPL18
LOC101675116	entrez_desc	olfactory receptor 2M5-like	NA
LOC101675118	entrez_alias	AIP	AIP
LOC101675127	kristen_mm_hs_ortholog	OR1I1	OR1I1
LOC101675133	entrez_desc	putative coiled-coil domain-containing protein 195	NA
LOC101675136	entrez_desc	zinc finger protein 19	NA
LOC101675144	entrez_desc	keratin-associated protein 2-3	NA
LOC101675155	NA	NA	NA
LOC101675162	entrez_desc	cohesin subunit SA-2	NA
LOC101675165	kristen_mm_hs_ortholog	CYP7A1	CYP7A1
LOC101675175	kristen_mm_hs_ortholog	OR13D1	OR13D1
LOC101675184	NA	NA	NA
LOC101675187	kristen_mm_hs_ortholog	Olfr915	Olfr915
LOC101675214	NA	NA	NA
LOC101675217	entrez_alias	STRBP	STRBP
LOC101675221	entrez_alias	LELP1	LELP1
LOC101675223	entrez_alias	IFIT1B	IFIT1B
LOC101675224	entrez_alias	NANP	NANP
LOC101675226	entrez_desc	olfactory receptor 7A17-like	NA
LOC101675235	kristen_mm_hs_ortholog	Olfr139	Olfr139
LOC101675236	NA	NA	NA
LOC101675241	kristen_mm_hs_ortholog	CD200R1L	CD200R1L
LOC101675243	kristen_mm_hs_ortholog	IFNA1	IFNA1
LOC101675259	kristen_mm_hs_ortholog	B4GALNT2	B4GALNT2
LOC101675262	NA	NA	NA
LOC101675272	entrez_desc	olfactory receptor 52A1-like	NA
LOC101675277	entrez_alias	CCL15	CCL15
LOC101675279	NA	NA	NA
LOC101675281	entrez_alias	ZNF791	ZNF791
LOC101675296	entrez_desc	olfactory receptor 4F3/4F16/4F29-like	NA
LOC101675306	entrez_desc	prefoldin subunit 4-like	NA
LOC101675309	entrez_alias	DAB2IP	DAB2IP
LOC101675311	entrez_desc	interferon lambda-4-like	NA
LOC101675314	NA	NA	NA
LOC101675316	entrez_alias	SCNM1	SCNM1
LOC101675319	entrez_desc	olfactory receptor 1440-like	NA
LOC101675320	kristen_mm_hs_ortholog	Gm266	Gm266
LOC101675324	kristen_mm_hs_ortholog	Olfr49	Olfr49
LOC101675327	NA	NA	NA
LOC101675329	entrez_desc	melanoma-associated antigen B16-like	NA
LOC101675330	entrez_desc	putative olfactory receptor 2B8	NA
LOC101675331	entrez_desc	putative vomeronasal receptor-like protein 4	NA
LOC101675337	kristen_mm_hs_ortholog	OR8K3	OR8K3
LOC101675340	kristen_mm_hs_ortholog	Olfr1275	Olfr1275
LOC101673947	NA	NA	NA
LOC101675347	entrez_desc	transmembrane protein 230-like	NA
LOC101675359	entrez_alias	GIMAP8	GIMAP8
LOC101675364	kristen_mm_hs_ortholog	SNRPA1	SNRPA1
LOC101675367	entrez_alias	DBP	DBP
LOC101675374	NA	NA	NA
LOC101675378	NA	NA	NA
LOC101675404	kristen_mm_hs_ortholog	CENPVL1	CENPVL1
LOC101676825	entrez_desc	T-complex protein 1 subunit gamma-like	NA
LOC101675417	NA	NA	NA
LOC101675421	entrez_desc	olfactory receptor 2T27-like	NA
LOC101675424	NA	NA	NA
LOC101675425	kristen_mm_hs_ortholog	OR4F15	OR4F15
LOC101675431	entrez_alias	SCIMP	SCIMP
LOC101675437	entrez_alias	CD200R1	CD200R1
LOC101675446	kristen_mm_hs_ortholog	CYP4B1	CYP4B1
LOC101675447	NA	NA	NA
LOC101675448	NA	NA	NA
LOC101675449	NA	NA	NA
LOC101675452	entrez_desc	keratin-associated protein 2-3	NA
LOC101675455	NA	NA	NA
LOC101675466	entrez_desc	olfactory receptor 52E8-like	NA
LOC101675470	NA	NA	NA
LOC101675475	entrez_alias	WFDC10A	WFDC10A
LOC101675478	kristen_mm_hs_ortholog	OR13D1	OR13D1
LOC101675486	entrez_alias	H3F3B	H3F3B
LOC101675494	entrez_desc	olfactory receptor 143-like	NA
LOC101675504	kristen_mm_hs_ortholog	Clca3a2	Clca3a2
LOC101675509	NA	NA	NA
LOC101675510	NA	NA	NA
LOC101675522	NA	NA	NA
LOC101675525	entrez_alias	SLC35E2	SLC35E2
LOC101675535	entrez_alias	GABARAP	GABARAP
LOC101675536	NA	NA	NA
LOC101675539	kristen_mm_hs_ortholog	RPL14	RPL14
LOC101675542	NA	NA	NA
